<http://www.wikidata.org/entity/Q176799> 15650 "military unit"@en . 
<http://www.wikidata.org/entity/Q40231> 14347 "public election"@en . 
<http://www.wikidata.org/entity/Q163740> 14328 "nonprofit organization"@en . 
<http://www.wikidata.org/entity/Q3947> 14191 "house"@en . 
<http://www.wikidata.org/entity/Q3914> 13520 "school"@en . 
<http://www.wikidata.org/entity/Q3957> 13413 "small town"@en . 
<http://www.wikidata.org/entity/Q23397> 13011 "lake"@en . 
<http://www.wikidata.org/entity/Q23442> 12488 "island"@en . 
<http://www.wikidata.org/entity/Q123705> 12413 "neighborhood"@en . 
<http://www.wikidata.org/entity/Q7187> 12199 "gene"@en . 
<http://www.wikidata.org/entity/Q928830> 12120 "metro station"@en . 
<http://www.wikidata.org/entity/Q1248784> 12000 "airport"@en . 
<http://www.wikidata.org/entity/Q11446> 11683 "ship"@en . 
<http://www.wikidata.org/entity/Q1115575> 11412 "civil parish"@en . 
<http://www.wikidata.org/entity/Q498162> 11394 "census-designated place in the United States"@en . 
<http://www.wikidata.org/entity/Q178561> 11328 "battle"@en . 
<http://www.wikidata.org/entity/Q15416> 10894 "television program"@en . 
<http://www.wikidata.org/entity/Q3305213> 10188 "painting"@en . 
<http://www.wikidata.org/entity/Q3464665> 9993 "television series season"@en . 
<http://www.wikidata.org/entity/Q1529096> 9845 "village of Turkey"@en . 
<http://www.wikidata.org/entity/Q1529096> 9845 "k\u00F6y (T\u00FCrkiye)"@en . 
<http://www.wikidata.org/entity/Q169930> 9838 "extended play"@en . 
<http://www.wikidata.org/entity/Q783794> 9824 "company"@en . 
<http://www.wikidata.org/entity/Q839954> 9723 "archaeological site"@en . 
<http://www.wikidata.org/entity/Q3918> 9687 "university"@en . 
<http://www.wikidata.org/entity/Q33506> 9542 "museum"@en . 
<http://www.wikidata.org/entity/Q15243209> 9196 "historic district"@en . 
<http://www.wikidata.org/entity/Q11032> 9103 "newspaper"@en . 
<http://www.wikidata.org/entity/Q41298> 9089 "magazine"@en . 
<http://www.wikidata.org/entity/Q6881511> 8963 "enterprise"@en . 
<http://www.wikidata.org/entity/Q618779> 8392 "award"@en . 
<http://www.wikidata.org/entity/Q2334719> 8222 "legal case"@en . 
<http://www.wikidata.org/entity/Q12308941> 8206 "male given name"@en . 
<http://www.wikidata.org/entity/Q327333> 7965 "government agency"@en . 
<http://www.wikidata.org/entity/Q17051044> 7961 "mahalle"@en . 
<http://www.wikidata.org/entity/Q4504495> 7870 "award ceremony"@en . 
<http://www.wikidata.org/entity/Q747074> 7837 "comune of Italy"@en . 
<http://www.wikidata.org/entity/Q7366> 7804 "song"@en . 
<http://www.wikidata.org/entity/Q891723> 7774 "public company"@en . 
<http://www.wikidata.org/entity/Q3231690> 7710 "car model"@en . 
<http://www.wikidata.org/entity/Q5633421> 7541 "scientific journal"@en . 
<http://www.wikidata.org/entity/Q188509> 7409 "suburb"@en . 
<http://www.wikidata.org/entity/Q41710> 7249 "ethnic group"@en . 
<http://www.wikidata.org/entity/Q728937> 7236 "railway line"@en . 
<http://www.wikidata.org/entity/Q515> 6873 "city"@en . 
<http://www.wikidata.org/entity/Q16917> 6571 "Hospital"@en . 
<http://www.wikidata.org/entity/Q16917> 6571 "hospital"@en . 
<http://www.wikidata.org/entity/Q159334> 6351 "secondary school"@en . 
<http://www.wikidata.org/entity/Q506240> 6317 "television film"@en . 
<http://www.wikidata.org/entity/Q726> 6264 "horse"@en . 
<http://www.wikidata.org/entity/Q726> 6264 "Equus ferus caballus"@en . 
<http://www.wikidata.org/entity/Q24862> 6263 "short film"@en . 
<http://www.wikidata.org/entity/Q35127> 6225 "website"@en . 
<http://www.wikidata.org/entity/Q2074737> 6209 "municipality of Spain"@en . 
<http://www.wikidata.org/entity/Q1002697> 6191 "periodical"@en . 
<http://www.wikidata.org/entity/Q736917> 6182 "geological formation"@en . 
<http://www.wikidata.org/entity/Q1288568> 6104 "modern language"@en . 
<http://www.wikidata.org/entity/Q1616075> 6098 "television station"@en . 
<http://www.wikidata.org/entity/Q398141> 6061 "school district"@en . 
<http://www.wikidata.org/entity/Q22698> 5872 "park"@en . 
<http://www.wikidata.org/entity/Q15127012> 5690 "town in the United States"@en . 
<http://www.wikidata.org/entity/Q18127> 5636 "record label"@en . 
<http://www.wikidata.org/entity/Q310890> 5601 "monotypic taxon"@en . 
<http://www.wikidata.org/entity/Q3184121> 5570 "municipality of Brazil"@en . 
<http://www.wikidata.org/entity/Q47521> 5522 "stream"@en . 
<http://www.wikidata.org/entity/Q483110> 5514 "stadium"@en . 
<http://www.wikidata.org/entity/Q473972> 5444 "protected area"@en . 
<http://www.wikidata.org/entity/Q56061> 5440 "administrative territorial entity"@en . 
<http://www.wikidata.org/entity/Q847017> 5397 "sports club"@en . 
<http://www.wikidata.org/entity/Q7397> 5204 "software"@en . 
<http://www.wikidata.org/entity/Q1076486> 5144 "sports venue"@en . 
<http://www.wikidata.org/entity/Q13406554> 5038 "sports competition"@en . 
<http://www.wikidata.org/entity/Q23413> 4996 "castle"@en . 
<http://www.wikidata.org/entity/Q27686> 4890 "hotel"@en . 
<http://www.wikidata.org/entity/Q11879590> 4663 "female given name"@en . 
<http://www.wikidata.org/entity/Q79007> 4440 "street"@en . 
<http://www.wikidata.org/entity/Q46831> 4378 "mountain range"@en . 
<http://www.wikidata.org/entity/Q46970> 4360 "airline"@en . 
<http://www.wikidata.org/entity/Q537127> 4305 "road bridge"@en . 
<http://www.wikidata.org/entity/Q12323> 4161 "dam"@en . 
<http://www.wikidata.org/entity/Q811979> 4115 "architectural structure"@en . 
<http://www.wikidata.org/entity/Q11707> 3891 "restaurant"@en . 
<http://www.wikidata.org/entity/Q192611> 3862 "electoral unit"@en . 
<http://www.wikidata.org/entity/Q24354> 3823 "theatre building"@en . 
<http://www.wikidata.org/entity/Q192287> 3757 "administrative divisions of Russia"@en . 
<http://www.wikidata.org/entity/Q4671277> 3725 "academic institution"@en . 
<http://www.wikidata.org/entity/Q11315> 3713 "shopping center"@en . 
<http://www.wikidata.org/entity/Q4845841> 3691 "settlement in Croatia"@en . 
<http://www.wikidata.org/entity/Q1573906> 3559 "concert tour"@en . 
<http://www.wikidata.org/entity/Q623109> 3551 "sports league"@en . 
<http://www.wikidata.org/entity/Q341> 3504 "free software"@en . 
<http://www.wikidata.org/entity/Q1080794> 3504 "public school"@en . 
<http://www.wikidata.org/entity/Q1530705> 3386 "ward of Nepal"@en . 
<http://www.wikidata.org/entity/Q737498> 3352 "academic journal"@en . 
<http://www.wikidata.org/entity/Q39614> 3321 "cemetery"@en . 
<http://www.wikidata.org/entity/Q2085381> 3320 "publishing house"@en . 
<http://www.wikidata.org/entity/Q188451> 3293 "music genre"@en . 
<http://www.wikidata.org/entity/Q708676> 3268 "charitable organization"@en . 
<http://www.wikidata.org/entity/Q131681> 3198 "reservoir"@en . 
<http://www.wikidata.org/entity/Q11303> 3184 "skyscraper"@en . 
<http://www.wikidata.org/entity/Q39594> 3161 "bay"@en . 
<http://www.wikidata.org/entity/Q178790> 3141 "labor union"@en . 
<http://www.wikidata.org/entity/Q31855> 3098 "research institute"@en . 
<http://www.wikidata.org/entity/Q253019> 3088 "Ortsteil"@en . 
<http://www.wikidata.org/entity/Q735428> 2976 "town of China"@en . 
<http://www.wikidata.org/entity/Q35666> 2952 "glacier"@en . 
<http://www.wikidata.org/entity/Q54050> 2951 "hill"@en . 
<http://www.wikidata.org/entity/Q21672098> 2951 "village of Ukraine"@en . 
<http://www.wikidata.org/entity/Q207694> 2939 "art museum"@en . 
<http://www.wikidata.org/entity/Q74047> 2905 "ghost town"@en . 
<http://www.wikidata.org/entity/Q1057954> 2896 "by-election"@en . 
<http://www.wikidata.org/entity/Q659103> 2862 "commune of Romania"@en . 
<http://www.wikidata.org/entity/Q273057> 2850 "discography"@en . 
<http://www.wikidata.org/entity/Q523> 2840 "star"@en . 
<http://www.wikidata.org/entity/Q2175765> 2826 "tram stop"@en . 
<http://www.wikidata.org/entity/Q174736> 2811 "destroyer"@en . 
<http://www.wikidata.org/entity/Q5773747> 2795 "historic house"@en . 
<http://www.wikidata.org/entity/Q15125752> 2794 "rural district of Iran"@en . 
<http://www.wikidata.org/entity/Q32815> 2780 "mosque"@en . 
<http://www.wikidata.org/entity/Q87167> 2763 "manuscript"@en . 
<http://www.wikidata.org/entity/Q11436> 2680 "aircraft"@en . 
<http://www.wikidata.org/entity/Q2001305> 2672 "television channel"@en . 
<http://www.wikidata.org/entity/Q249556> 2637 "railway company"@en . 
<http://www.wikidata.org/entity/Q3024240> 2635 "historical country"@en . 
<http://www.wikidata.org/entity/Q1307276> 2629 "single-family detached home"@en . 
<http://www.wikidata.org/entity/Q842402> 2613 "Hindu temple"@en . 
<http://www.wikidata.org/entity/Q2065736> 2613 "cultural property"@en . 
<http://www.wikidata.org/entity/Q189004> 2599 "college"@en . 
<http://www.wikidata.org/entity/Q559026> 2588 "ship class"@en . 
<http://www.wikidata.org/entity/Q1079023> 2556 "championship"@en . 
<http://www.wikidata.org/entity/Q4989906> 2533 "monument"@en . 
<http://www.wikidata.org/entity/Q16695773> 2528 "WikiProject"@en . 
<http://www.wikidata.org/entity/Q2514025> 2525 "posyolok"@en . 
<http://www.wikidata.org/entity/Q431289> 2516 "brand"@en . 
<http://www.wikidata.org/entity/Q117467246> 2492 "animated television series"@en . 
<http://www.wikidata.org/entity/Q1555508> 2455 "radio program"@en . 
<http://www.wikidata.org/entity/Q618123> 2452 "geographical feature"@en . 
<http://www.wikidata.org/entity/Q39816> 2451 "valley"@en . 
<http://www.wikidata.org/entity/Q12280> 2404 "bridge"@en . 
<http://www.wikidata.org/entity/Q355567> 2376 "noble title"@en . 
<http://www.wikidata.org/entity/Q3273417> 2375 "lists of sportspeople"@en . 
<http://www.wikidata.org/entity/Q1081138> 2367 "historic site"@en . 
<http://www.wikidata.org/entity/Q667509> 2357 "municipality of Austria"@en . 
<http://www.wikidata.org/entity/Q1154710> 2354 "association football venue"@en . 
<http://www.wikidata.org/entity/Q868557> 2345 "music festival"@en . 
<http://www.wikidata.org/entity/Q202444> 2327 "given name"@en . 
<http://www.wikidata.org/entity/Q41253> 2310 "movie theater"@en . 
<http://www.wikidata.org/entity/Q188055> 2306 "siege"@en . 
<http://www.wikidata.org/entity/Q39715> 2298 "lighthouse"@en . 
<http://www.wikidata.org/entity/Q34038> 2272 "waterfall"@en . 
<http://www.wikidata.org/entity/Q695850> 2250 "airbase"@en . 
<http://www.wikidata.org/entity/Q15711870> 2245 "animated character"@en . 
<http://www.wikidata.org/entity/Q877358> 2244 "United Nations Security Council resolution"@en . 
<http://www.wikidata.org/entity/Q589282> 2229 "ward or electoral division of the United Kingdom"@en . 
<http://www.wikidata.org/entity/Q65943> 2221 "theorem"@en . 
<http://www.wikidata.org/entity/Q28640> 2216 "profession"@en . 
<http://www.wikidata.org/entity/Q12813115> 2196 "urban area in Sweden"@en . 
<http://www.wikidata.org/entity/Q2485448> 2179 "sports governing body"@en . 
<http://www.wikidata.org/entity/Q4671329> 2178 "academy school"@en . 
<http://www.wikidata.org/entity/Q70208> 2164 "municipality of Switzerland"@en . 
<http://www.wikidata.org/entity/Q62447> 2162 "aerodrome"@en . 
<http://www.wikidata.org/entity/Q1952852> 2103 "municipality of Mexico"@en . 
<http://www.wikidata.org/entity/Q46169> 2083 "national park"@en . 
<http://www.wikidata.org/entity/Q82794> 2063 "region"@en . 
<http://www.wikidata.org/entity/Q571> 2034 "book"@en . 
<http://www.wikidata.org/entity/Q12973014> 2033 "sports team"@en . 
<http://www.wikidata.org/entity/Q186117> 2031 "timeline"@en . 
<http://www.wikidata.org/entity/Q655686> 1993 "commercial building"@en . 
<http://www.wikidata.org/entity/Q8436> 1980 "family"@en . 
<http://www.wikidata.org/entity/Q174782> 1975 "square"@en . 
<http://www.wikidata.org/entity/Q786820> 1963 "automobile manufacturer"@en . 
<http://www.wikidata.org/entity/Q24034552> 1959 "mathematical concept"@en . 
<http://www.wikidata.org/entity/Q811704> 1950 "rolling stock class"@en . 
<http://www.wikidata.org/entity/Q2385804> 1943 "educational institution"@en . 
<http://www.wikidata.org/entity/Q40357> 1940 "prison"@en . 
<http://www.wikidata.org/entity/Q62049> 1928 "county seat"@en . 
<http://www.wikidata.org/entity/Q744913> 1921 "aviation accident"@en . 
<http://www.wikidata.org/entity/Q44613> 1904 "monastery"@en . 
<http://www.wikidata.org/entity/Q16560> 1895 "palace"@en . 
<http://www.wikidata.org/entity/Q202866> 1883 "animated film"@en . 
<http://www.wikidata.org/entity/Q1785071> 1878 "fort"@en . 
<http://www.wikidata.org/entity/Q1366722> 1865 "final"@en . 
<http://www.wikidata.org/entity/Q131436> 1863 "board game"@en . 
<http://www.wikidata.org/entity/Q11862829> 1863 "academic discipline"@en . 
<http://www.wikidata.org/entity/Q820477> 1851 "mine"@en . 
<http://www.wikidata.org/entity/Q645883> 1846 "military operation"@en . 
<http://www.wikidata.org/entity/Q2179958> 1846 "district of Peru"@en . 
<http://www.wikidata.org/entity/Q179049> 1834 "nature reserve"@en . 
<http://www.wikidata.org/entity/Q34763> 1833 "peninsula"@en . 
<http://www.wikidata.org/entity/Q355304> 1823 "watercourse"@en . 
<http://www.wikidata.org/entity/Q751876> 1818 "ch\u00E2teau"@en . 
<http://www.wikidata.org/entity/Q131569> 1816 "treaty"@en . 
<http://www.wikidata.org/entity/Q476068> 1812 "Act of Congress in the United States"@en . 
<http://www.wikidata.org/entity/Q179700> 1810 "statue"@en . 
<http://www.wikidata.org/entity/Q55818> 1784 "impact crater"@en . 
<http://www.wikidata.org/entity/Q2198484> 1776 "municipal district"@en . 
<http://www.wikidata.org/entity/Q1259759> 1774 "miniseries"@en . 
<http://www.wikidata.org/entity/Q133056> 1764 "mountain pass"@en . 
<http://www.wikidata.org/entity/Q210167> 1761 "video game developer"@en . 
<http://www.wikidata.org/entity/Q167346> 1734 "botanical garden"@en . 
<http://www.wikidata.org/entity/Q294414> 1733 "public office"@en . 
<http://www.wikidata.org/entity/Q751708> 1730 "village in the United States"@en . 
<http://www.wikidata.org/entity/Q15284> 1672 "municipality"@en . 
<http://www.wikidata.org/entity/Q12859788> 1672 "steamship"@en . 
<http://www.wikidata.org/entity/Q8054> 1657 "protein"@en . 
<http://www.wikidata.org/entity/Q902814> 1643 "border city"@en . 
<http://www.wikidata.org/entity/Q16334295> 1643 "group of humans"@en . 
<http://www.wikidata.org/entity/Q1343246> 1637 "English country house"@en . 
<http://www.wikidata.org/entity/Q16024164> 1625 "medical journal"@en . 
<http://www.wikidata.org/entity/Q7075> 1621 "library"@en . 
<http://www.wikidata.org/entity/Q220505> 1620 "film festival"@en . 
<http://www.wikidata.org/entity/Q2151232> 1620 "townland"@en . 
<http://www.wikidata.org/entity/Q210272> 1620 "cultural heritage"@en . 
<http://www.wikidata.org/entity/Q641226> 1616 "arena"@en . 
<http://www.wikidata.org/entity/Q1134686> 1614 "frazione"@en . 
<http://www.wikidata.org/entity/Q132821> 1607 "murder"@en . 
<http://www.wikidata.org/entity/Q577> 1591 "year"@en . 
<http://www.wikidata.org/entity/Q2990963> 1591 "figure skating competition"@en . 
<http://www.wikidata.org/entity/Q9035798> 1575 "township of Pennsylvania"@en . 
<http://www.wikidata.org/entity/Q167270> 1569 "trademark"@en . 
<http://www.wikidata.org/entity/Q15911738> 1558 "hydroelectric power station"@en . 
<http://www.wikidata.org/entity/Q132241> 1549 "festival"@en . 
<http://www.wikidata.org/entity/Q2989398> 1542 "commune of Algeria"@en . 
<http://www.wikidata.org/entity/Q44559> 1541 "exoplanet"@en . 
<http://www.wikidata.org/entity/Q277759> 1529 "book series"@en . 
<http://www.wikidata.org/entity/Q875538> 1516 "public university"@en . 
<http://www.wikidata.org/entity/Q22746> 1508 "urban park"@en . 
<http://www.wikidata.org/entity/Q773668> 1499 "open-access journal"@en . 
<http://www.wikidata.org/entity/Q24764> 1494 "municipality of the Philippines"@en . 
<http://www.wikidata.org/entity/Q33384> 1482 "dialect"@en . 
<http://www.wikidata.org/entity/Q2023000> 1476 "khutor"@en . 
<http://www.wikidata.org/entity/Q2811> 1469 "submarine"@en . 
<http://www.wikidata.org/entity/Q22687> 1467 "bank"@en . 
<http://www.wikidata.org/entity/Q3199915> 1466 "massacre"@en . 
<http://www.wikidata.org/entity/Q2088357> 1449 "musical ensemble"@en . 
<http://www.wikidata.org/entity/Q428661> 1445 "U-boat"@en . 
<http://www.wikidata.org/entity/Q7944> 1399 "earthquake"@en . 
<http://www.wikidata.org/entity/Q20202352> 1399 "locality of Mexico"@en . 
<http://www.wikidata.org/entity/Q15141321> 1391 "train service"@en . 
<http://www.wikidata.org/entity/Q9212979> 1382 "musical duo"@en . 
<http://www.wikidata.org/entity/Q28564> 1382 "public library"@en . 
<http://www.wikidata.org/entity/Q4346602> 1379 "passenger railway station"@en . 
<http://www.wikidata.org/entity/Q35509> 1375 "cave"@en . 
<http://www.wikidata.org/entity/Q679165> 1369 "squadron"@en . 
<http://www.wikidata.org/entity/Q79913> 1364 "non-governmental organization"@en . 
<http://www.wikidata.org/entity/Q1110794> 1358 "daily newspaper"@en . 
<http://www.wikidata.org/entity/Q1371849> 1357 "filmography"@en . 
<http://www.wikidata.org/entity/Q1021645> 1357 "office building"@en . 
<http://www.wikidata.org/entity/Q3055118> 1352 "single entity of population"@en . 
<http://www.wikidata.org/entity/Q25295> 1351 "language family"@en . 
<http://www.wikidata.org/entity/Q2922711> 1350 "bowl game"@en . 
<http://www.wikidata.org/entity/Q378427> 1325 "literary award"@en . 
<http://www.wikidata.org/entity/Q929833> 1317 "rare disease"@en . 
<http://www.wikidata.org/entity/Q5741069> 1316 "rock band"@en . 
<http://www.wikidata.org/entity/Q1289426> 1316 "county of China"@en . 
<http://www.wikidata.org/entity/Q82799> 1309 "name"@en . 
<http://www.wikidata.org/entity/Q207326> 1284 "summit"@en . 
<http://www.wikidata.org/entity/Q151885> 1283 "concept"@en . 
<http://www.wikidata.org/entity/Q852190> 1282 "shipwreck"@en . 
<http://www.wikidata.org/entity/Q644371> 1281 "international airport"@en . 
<http://www.wikidata.org/entity/Q2618461> 1264 "legislative election"@en . 
<http://www.wikidata.org/entity/Q2977> 1246 "cathedral"@en . 
<http://www.wikidata.org/entity/Q212198> 1237 "pub"@en . 
<http://www.wikidata.org/entity/Q1589009> 1236 "privately held company"@en . 
<http://www.wikidata.org/entity/Q269770> 1233 "boarding school"@en . 
<http://www.wikidata.org/entity/Q48204> 1228 "voluntary association"@en . 
<http://www.wikidata.org/entity/Q34627> 1217 "synagogue"@en . 
<http://www.wikidata.org/entity/Q5393308> 1210 "Buddhist temple"@en . 
<http://www.wikidata.org/entity/Q245016> 1208 "military base"@en . 
<http://www.wikidata.org/entity/Q11353> 1208 "district of Iran"@en . 
<http://www.wikidata.org/entity/Q198> 1207 "war"@en . 
<http://www.wikidata.org/entity/Q9842> 1202 "primary school"@en . 
<http://www.wikidata.org/entity/Q25550691> 1198 "city hall"@en . 
<http://www.wikidata.org/entity/Q1131296> 1194 "freguesia of Portugal"@en . 
<http://www.wikidata.org/entity/Q1497375> 1193 "architectural ensemble"@en . 
<http://www.wikidata.org/entity/Q1402592> 1186 "island group"@en . 
<http://www.wikidata.org/entity/Q986065> 1185 "subdistrict in China"@en . 
<http://www.wikidata.org/entity/Q2039348> 1182 "municipality of the Netherlands"@en . 
<http://www.wikidata.org/entity/Q29154515> 1179 "chapter of the Bible"@en . 
<http://www.wikidata.org/entity/Q14406742> 1148 "comic book series"@en . 
<http://www.wikidata.org/entity/Q40080> 1141 "beach"@en . 
<http://www.wikidata.org/entity/Q2319498> 1132 "architectural landmark"@en . 
<http://www.wikidata.org/entity/Q42998> 1130 "orchestra"@en . 
<http://www.wikidata.org/entity/Q2488> 1122 "spiral galaxy"@en . 
<http://www.wikidata.org/entity/Q18691601> 1121 "ward of Tanzania"@en . 
<http://www.wikidata.org/entity/Q732717> 1109 "law enforcement agency"@en . 
<http://www.wikidata.org/entity/Q820655> 1104 "statute"@en . 
<http://www.wikidata.org/entity/Q3812392> 1100 "Union Parishad"@en . 
<http://www.wikidata.org/entity/Q3812392> 1100 "union council of Bangladesh"@en . 
<http://www.wikidata.org/entity/Q2555896> 1099 "municipality of Colombia"@en . 
<http://www.wikidata.org/entity/Q1348589> 1097 "lunar crater"@en . 
<http://www.wikidata.org/entity/Q494829> 1084 "bus station"@en . 
<http://www.wikidata.org/entity/Q43501> 1082 "zoo"@en . 
<http://www.wikidata.org/entity/Q7864918> 1079 "UK Parliamentary by-election"@en . 
<http://www.wikidata.org/entity/Q3331189> 1075 "version, edition or translation"@en . 
<http://www.wikidata.org/entity/Q1445650> 1074 "holiday"@en . 
<http://www.wikidata.org/entity/Q2087181> 1070 "historic house museum"@en . 
<http://www.wikidata.org/entity/Q131596> 1070 "farm"@en . 
<http://www.wikidata.org/entity/Q161705> 1065 "frigate"@en . 
<http://www.wikidata.org/entity/Q902104> 1063 "private university"@en . 
<http://www.wikidata.org/entity/Q417841> 1055 "protein family"@en . 
<http://www.wikidata.org/entity/Q879146> 1050 "Christian denomination"@en . 
<http://www.wikidata.org/entity/Q746549> 1048 "dish"@en . 
<http://www.wikidata.org/entity/Q226730> 1047 "silent film"@en . 
<http://www.wikidata.org/entity/Q38723> 1045 "higher education institution"@en . 
<http://www.wikidata.org/entity/Q191992> 1044 "headland"@en . 
<http://www.wikidata.org/entity/Q108325> 1038 "chapel"@en . 
<http://www.wikidata.org/entity/Q1261499> 1037 "naval battle"@en . 
<http://www.wikidata.org/entity/Q9143> 1036 "programming language"@en . 
<http://www.wikidata.org/entity/Q2592651> 1035 "union council of Pakistan"@en . 
<http://www.wikidata.org/entity/Q3917681> 1028 "embassy"@en . 
<http://www.wikidata.org/entity/Q2992826> 1017 "athletic conference"@en . 
<http://www.wikidata.org/entity/Q46622> 1014 "controlled-access highway"@en . 
<http://www.wikidata.org/entity/Q1210334> 1012 "railway bridge"@en . 
<http://www.wikidata.org/entity/Q7210356> 1011 "political organization"@en . 
<http://www.wikidata.org/entity/Q422211> 1005 "Site of Special Scientific Interest"@en . 
<http://www.wikidata.org/entity/Q2389082> 1000 "commune of Vietnam"@en . 
<http://www.wikidata.org/entity/Q1065118> 999 "district of China"@en . 
<http://www.wikidata.org/entity/Q4387609> 997 "architectural firm"@en . 
<http://www.wikidata.org/entity/Q500834> 987 "tournament"@en . 
<http://www.wikidata.org/entity/Q169534> 981 "military division"@en . 
<http://www.wikidata.org/entity/Q8092> 980 "tropical cyclone"@en . 
<http://www.wikidata.org/entity/Q777120> 976 "borough of Pennsylvania"@en . 
<http://www.wikidata.org/entity/Q742421> 973 "theatre company"@en . 
<http://www.wikidata.org/entity/Q44539> 972 "temple"@en . 
<http://www.wikidata.org/entity/Q640506> 967 "cabinet"@en . 
<http://www.wikidata.org/entity/Q740445> 961 "ridge"@en . 
<http://www.wikidata.org/entity/Q50707> 961 "composite number"@en . 
<http://www.wikidata.org/entity/Q271669> 958 "landform"@en . 
<http://www.wikidata.org/entity/Q110071217> 951 "village of Illinois"@en . 
<http://www.wikidata.org/entity/Q131734> 950 "brewery"@en . 
<http://www.wikidata.org/entity/Q12284> 947 "canal"@en . 
<http://www.wikidata.org/entity/Q95074> 946 "character"@en . 
<http://www.wikidata.org/entity/Q124734> 938 "rebellion"@en . 
<http://www.wikidata.org/entity/Q4421> 937 "forest"@en . 
<http://www.wikidata.org/entity/Q160742> 936 "abbey"@en . 
<http://www.wikidata.org/entity/Q33742> 935 "natural language"@en . 
<http://www.wikidata.org/entity/Q194408> 932 "nunatak"@en . 
<http://www.wikidata.org/entity/Q2983893> 926 "quarter"@en . 
<http://www.wikidata.org/entity/Q273120> 925 "protest"@en . 
<http://www.wikidata.org/entity/Q1077097> 919 "tambon"@en . 
<http://www.wikidata.org/entity/Q2679157> 915 "commune of Ivory Coast"@en . 
<http://www.wikidata.org/entity/Q180684> 913 "conflict"@en . 
<http://www.wikidata.org/entity/Q838795> 912 "comic strip"@en . 
<http://www.wikidata.org/entity/Q180958> 912 "faculty"@en . 
<http://www.wikidata.org/entity/Q185113> 909 "cape"@en . 
<http://www.wikidata.org/entity/Q879050> 905 "manor house"@en . 
<http://www.wikidata.org/entity/Q3700011> 893 "kecamatan"@en . 
<http://www.wikidata.org/entity/Q18142> 892 "tower block"@en . 
<http://www.wikidata.org/entity/Q170584> 891 "project"@en . 
<http://www.wikidata.org/entity/Q52371> 888 "regiment"@en . 
<http://www.wikidata.org/entity/Q1147171> 886 "interchange station"@en . 
<http://www.wikidata.org/entity/Q1969448> 884 "term"@en . 
<http://www.wikidata.org/entity/Q44782> 880 "port"@en . 
<http://www.wikidata.org/entity/Q475061> 876 "amphoe"@en . 
<http://www.wikidata.org/entity/Q976981> 875 "formula"@en . 
<http://www.wikidata.org/entity/Q2135465> 875 "legal term or legal concept"@en . 
<http://www.wikidata.org/entity/Q526877> 874 "web series"@en . 
<http://www.wikidata.org/entity/Q3297186> 869 "limited series"@en . 
<http://www.wikidata.org/entity/Q194195> 865 "amusement park"@en . 
<http://www.wikidata.org/entity/Q3409032> 863 "unisex given name"@en . 
<http://www.wikidata.org/entity/Q3409032> 863 "pr\u00E9nom \u00E9pic\u00E8ne"@en . 
<http://www.wikidata.org/entity/Q193622> 857 "order"@en . 
<http://www.wikidata.org/entity/Q2418495> 856 "independent school"@en . 
<http://www.wikidata.org/entity/Q494230> 855 "medical school"@en . 
